case_id,file,status,error,page,source_type,extraction_method,raw_chars,clean_chars,n_words,avg_ocr_confidence
CASE_A12D47C52F7C,pet-ct.pdf,ERROR,"(1, 'Error opening data file ./eng.traineddata Please make sure the TESSDATA_PREFIX environment variable is set to your ""tessdata"" directory. Failed loading language \'eng\' Tesseract couldn\'t load any languages! Could not initialize tesseract.')",,,,,,,
CASE_B015517F67A1,post bx mmg.pdf,ERROR,"(1, 'Error opening data file ./eng.traineddata Please make sure the TESSDATA_PREFIX environment variable is set to your ""tessdata"" directory. Failed loading language \'eng\' Tesseract couldn\'t load any languages! Could not initialize tesseract.')",,,,,,,
CASE_19075ACDE5B5,post bx US.pdf,ERROR,"(1, 'Error opening data file ./eng.traineddata Please make sure the TESSDATA_PREFIX environment variable is set to your ""tessdata"" directory. Failed loading language \'eng\' Tesseract couldn\'t load any languages! Could not initialize tesseract.')",,,,,,,
CASE_62D0037E5972,STC bx.pdf,ERROR,"(1, 'Error opening data file ./eng.traineddata Please make sure the TESSDATA_PREFIX environment variable is set to your ""tessdata"" directory. Failed loading language \'eng\' Tesseract couldn\'t load any languages! Could not initialize tesseract.')",,,,,,,
CASE_CFAA14EF3C3B,MMG.pdf,ERROR,"(1, 'Error opening data file ./eng.traineddata Please make sure the TESSDATA_PREFIX environment variable is set to your ""tessdata"" directory. Failed loading language \'eng\' Tesseract couldn\'t load any languages! Could not initialize tesseract.')",,,,,,,
CASE_04095669CC08,MRI.pdf,ERROR,"(1, 'Error opening data file ./eng.traineddata Please make sure the TESSDATA_PREFIX environment variable is set to your ""tessdata"" directory. Failed loading language \'eng\' Tesseract couldn\'t load any languages! Could not initialize tesseract.')",,,,,,,
CASE_BF3F66EBAB94,MSK review.pdf,ERROR,"(1, 'Error opening data file ./eng.traineddata Please make sure the TESSDATA_PREFIX environment variable is set to your ""tessdata"" directory. Failed loading language \'eng\' Tesseract couldn\'t load any languages! Could not initialize tesseract.')",,,,,,,
CASE_A0AF9F865BF6,path.pdf,ERROR,"(1, 'Error opening data file ./eng.traineddata Please make sure the TESSDATA_PREFIX environment variable is set to your ""tessdata"" directory. Failed loading language \'eng\' Tesseract couldn\'t load any languages! Could not initialize tesseract.')",,,,,,,
CASE_B015517F67A1,post bx mmg.pdf,ERROR,"(1, 'Error opening data file ./eng.traineddata Please make sure the TESSDATA_PREFIX environment variable is set to your ""tessdata"" directory. Failed loading language \'eng\' Tesseract couldn\'t load any languages! Could not initialize tesseract.')",,,,,,,
CASE_9B202ECBC6D4,US.pdf,ERROR,"(1, 'Error opening data file ./eng.traineddata Please make sure the TESSDATA_PREFIX environment variable is set to your ""tessdata"" directory. Failed loading language \'eng\' Tesseract couldn\'t load any languages! Could not initialize tesseract.')",,,,,,,
CASE_BAA21F64EBFE,dx MMG1.pdf,ERROR,"(1, 'Error opening data file ./eng.traineddata Please make sure the TESSDATA_PREFIX environment variable is set to your ""tessdata"" directory. Failed loading language \'eng\' Tesseract couldn\'t load any languages! Could not initialize tesseract.')",,,,,,,
CASE_64624BD1CCF6,MMG dx.pdf,ERROR,"(1, 'Error opening data file ./eng.traineddata Please make sure the TESSDATA_PREFIX environment variable is set to your ""tessdata"" directory. Failed loading language \'eng\' Tesseract couldn\'t load any languages! Could not initialize tesseract.')",,,,,,,
CASE_CFAA14EF3C3B,MMG.pdf,ERROR,"(1, 'Error opening data file ./eng.traineddata Please make sure the TESSDATA_PREFIX environment variable is set to your ""tessdata"" directory. Failed loading language \'eng\' Tesseract couldn\'t load any languages! Could not initialize tesseract.')",,,,,,,
CASE_C212D8101E36,MRI bx.pdf,ERROR,"(1, 'Error opening data file ./eng.traineddata Please make sure the TESSDATA_PREFIX environment variable is set to your ""tessdata"" directory. Failed loading language \'eng\' Tesseract couldn\'t load any languages! Could not initialize tesseract.')",,,,,,,
CASE_04095669CC08,MRI.pdf,ERROR,"(1, 'Error opening data file ./eng.traineddata Please make sure the TESSDATA_PREFIX environment variable is set to your ""tessdata"" directory. Failed loading language \'eng\' Tesseract couldn\'t load any languages! Could not initialize tesseract.')",,,,,,,
CASE_688FCDCC36D9,path 2.pdf,ERROR,"(1, 'Error opening data file ./eng.traineddata Please make sure the TESSDATA_PREFIX environment variable is set to your ""tessdata"" directory. Failed loading language \'eng\' Tesseract couldn\'t load any languages! Could not initialize tesseract.')",,,,,,,
CASE_A0AF9F865BF6,path.pdf,ERROR,"(1, 'Error opening data file ./eng.traineddata Please make sure the TESSDATA_PREFIX environment variable is set to your ""tessdata"" directory. Failed loading language \'eng\' Tesseract couldn\'t load any languages! Could not initialize tesseract.')",,,,,,,
CASE_9B337AC875FF,path1.pdf,ERROR,"(1, 'Error opening data file ./eng.traineddata Please make sure the TESSDATA_PREFIX environment variable is set to your ""tessdata"" directory. Failed loading language \'eng\' Tesseract couldn\'t load any languages! Could not initialize tesseract.')",,,,,,,
CASE_798CB21E560B,R dx MMG.pdf,ERROR,"(1, 'Error opening data file ./eng.traineddata Please make sure the TESSDATA_PREFIX environment variable is set to your ""tessdata"" directory. Failed loading language \'eng\' Tesseract couldn\'t load any languages! Could not initialize tesseract.')",,,,,,,
CASE_FB405E89A9EA,R US.pdf,ERROR,"(1, 'Error opening data file ./eng.traineddata Please make sure the TESSDATA_PREFIX environment variable is set to your ""tessdata"" directory. Failed loading language \'eng\' Tesseract couldn\'t load any languages! Could not initialize tesseract.')",,,,,,,
CASE_420AEA30FC9A,US bx.pdf,ERROR,"(1, 'Error opening data file ./eng.traineddata Please make sure the TESSDATA_PREFIX environment variable is set to your ""tessdata"" directory. Failed loading language \'eng\' Tesseract couldn\'t load any languages! Could not initialize tesseract.')",,,,,,,
CASE_9B202ECBC6D4,US.pdf,ERROR,"(1, 'Error opening data file ./eng.traineddata Please make sure the TESSDATA_PREFIX environment variable is set to your ""tessdata"" directory. Failed loading language \'eng\' Tesseract couldn\'t load any languages! Could not initialize tesseract.')",,,,,,,
CASE_EA5E68029FBD,L dx MMG.pdf,ERROR,"(1, 'Error opening data file ./eng.traineddata Please make sure the TESSDATA_PREFIX environment variable is set to your ""tessdata"" directory. Failed loading language \'eng\' Tesseract couldn\'t load any languages! Could not initialize tesseract.')",,,,,,,
CASE_64624BD1CCF6,MMG dx.pdf,ERROR,"(1, 'Error opening data file ./eng.traineddata Please make sure the TESSDATA_PREFIX environment variable is set to your ""tessdata"" directory. Failed loading language \'eng\' Tesseract couldn\'t load any languages! Could not initialize tesseract.')",,,,,,,
CASE_CFAA14EF3C3B,MMG.pdf,ERROR,"(1, 'Error opening data file ./eng.traineddata Please make sure the TESSDATA_PREFIX environment variable is set to your ""tessdata"" directory. Failed loading language \'eng\' Tesseract couldn\'t load any languages! Could not initialize tesseract.')",,,,,,,
CASE_1890C3D4A863,MR bx.pdf,ERROR,"(1, 'Error opening data file ./eng.traineddata Please make sure the TESSDATA_PREFIX environment variable is set to your ""tessdata"" directory. Failed loading language \'eng\' Tesseract couldn\'t load any languages! Could not initialize tesseract.')",,,,,,,
CASE_04095669CC08,MRI.pdf,ERROR,"(1, 'Error opening data file ./eng.traineddata Please make sure the TESSDATA_PREFIX environment variable is set to your ""tessdata"" directory. Failed loading language \'eng\' Tesseract couldn\'t load any languages! Could not initialize tesseract.')",,,,,,,
CASE_BF3F66EBAB94,MSK review.pdf,ERROR,"(1, 'Error opening data file ./eng.traineddata Please make sure the TESSDATA_PREFIX environment variable is set to your ""tessdata"" directory. Failed loading language \'eng\' Tesseract couldn\'t load any languages! Could not initialize tesseract.')",,,,,,,
CASE_A0AF9F865BF6,path.pdf,ERROR,"(1, 'Error opening data file ./eng.traineddata Please make sure the TESSDATA_PREFIX environment variable is set to your ""tessdata"" directory. Failed loading language \'eng\' Tesseract couldn\'t load any languages! Could not initialize tesseract.')",,,,,,,
CASE_1ED02F257EDC,path2.pdf,ERROR,"(1, 'Error opening data file ./eng.traineddata Please make sure the TESSDATA_PREFIX environment variable is set to your ""tessdata"" directory. Failed loading language \'eng\' Tesseract couldn\'t load any languages! Could not initialize tesseract.')",,,,,,,
CASE_46911CA300B5,post bx MMG.pdf,ERROR,"(1, 'Error opening data file ./eng.traineddata Please make sure the TESSDATA_PREFIX environment variable is set to your ""tessdata"" directory. Failed loading language \'eng\' Tesseract couldn\'t load any languages! Could not initialize tesseract.')",,,,,,,
CASE_8615AB5E2B0A,US 2.pdf,ERROR,"(1, 'Error opening data file ./eng.traineddata Please make sure the TESSDATA_PREFIX environment variable is set to your ""tessdata"" directory. Failed loading language \'eng\' Tesseract couldn\'t load any languages! Could not initialize tesseract.')",,,,,,,
CASE_420AEA30FC9A,US bx.pdf,ERROR,"(1, 'Error opening data file ./eng.traineddata Please make sure the TESSDATA_PREFIX environment variable is set to your ""tessdata"" directory. Failed loading language \'eng\' Tesseract couldn\'t load any languages! Could not initialize tesseract.')",,,,,,,
CASE_9B202ECBC6D4,US.pdf,ERROR,"(1, 'Error opening data file ./eng.traineddata Please make sure the TESSDATA_PREFIX environment variable is set to your ""tessdata"" directory. Failed loading language \'eng\' Tesseract couldn\'t load any languages! Could not initialize tesseract.')",,,,,,,
CASE_7E764D3FA742,imaging_internal_read.pdf,ERROR,"(1, 'Error opening data file ./eng.traineddata Please make sure the TESSDATA_PREFIX environment variable is set to your ""tessdata"" directory. Failed loading language \'eng\' Tesseract couldn\'t load any languages! Could not initialize tesseract.')",,,,,,,
CASE_45EDAB9E132D,imaging_mammo_external_read.pdf,ERROR,"(1, 'Error opening data file ./eng.traineddata Please make sure the TESSDATA_PREFIX environment variable is set to your ""tessdata"" directory. Failed loading language \'eng\' Tesseract couldn\'t load any languages! Could not initialize tesseract.')",,,,,,,
CASE_91828A8D8EBF,imaging_MRI_external_read.pdf,ERROR,"(1, 'Error opening data file ./eng.traineddata Please make sure the TESSDATA_PREFIX environment variable is set to your ""tessdata"" directory. Failed loading language \'eng\' Tesseract couldn\'t load any languages! Could not initialize tesseract.')",,,,,,,
CASE_20205AB1FA28,imaging_US_external_read.pdf,ERROR,"(1, 'Error opening data file ./eng.traineddata Please make sure the TESSDATA_PREFIX environment variable is set to your ""tessdata"" directory. Failed loading language \'eng\' Tesseract couldn\'t load any languages! Could not initialize tesseract.')",,,,,,,
CASE_24E6FF8E3372,path_biopsy_external_read.pdf,ERROR,"(1, 'Error opening data file ./eng.traineddata Please make sure the TESSDATA_PREFIX environment variable is set to your ""tessdata"" directory. Failed loading language \'eng\' Tesseract couldn\'t load any languages! Could not initialize tesseract.')",,,,,,,
CASE_1AE6A544B750,path_biopsy_internal_read.pdf,ERROR,"(1, 'Error opening data file ./eng.traineddata Please make sure the TESSDATA_PREFIX environment variable is set to your ""tessdata"" directory. Failed loading language \'eng\' Tesseract couldn\'t load any languages! Could not initialize tesseract.')",,,,,,,
CASE_E2625165943D,stc bx.pdf,ERROR,"(1, 'Error opening data file ./eng.traineddata Please make sure the TESSDATA_PREFIX environment variable is set to your ""tessdata"" directory. Failed loading language \'eng\' Tesseract couldn\'t load any languages! Could not initialize tesseract.')",,,,,,,
CASE_0DCD909B9EE8,imaging_mammo2_internal.pdf,ERROR,"(1, 'Error opening data file ./eng.traineddata Please make sure the TESSDATA_PREFIX environment variable is set to your ""tessdata"" directory. Failed loading language \'eng\' Tesseract couldn\'t load any languages! Could not initialize tesseract.')",,,,,,,
CASE_45EDAB9E132D,imaging_mammo_external_read.pdf,ERROR,"(1, 'Error opening data file ./eng.traineddata Please make sure the TESSDATA_PREFIX environment variable is set to your ""tessdata"" directory. Failed loading language \'eng\' Tesseract couldn\'t load any languages! Could not initialize tesseract.')",,,,,,,
CASE_24E6FF8E3372,path_biopsy_external_read.pdf,ERROR,"(1, 'Error opening data file ./eng.traineddata Please make sure the TESSDATA_PREFIX environment variable is set to your ""tessdata"" directory. Failed loading language \'eng\' Tesseract couldn\'t load any languages! Could not initialize tesseract.')",,,,,,,
CASE_1AE6A544B750,path_biopsy_internal_read.pdf,ERROR,"(1, 'Error opening data file ./eng.traineddata Please make sure the TESSDATA_PREFIX environment variable is set to your ""tessdata"" directory. Failed loading language \'eng\' Tesseract couldn\'t load any languages! Could not initialize tesseract.')",,,,,,,
CASE_DE32C6D54B62,path_biopsy_internal_read2.pdf,ERROR,"(1, 'Error opening data file ./eng.traineddata Please make sure the TESSDATA_PREFIX environment variable is set to your ""tessdata"" directory. Failed loading language \'eng\' Tesseract couldn\'t load any languages! Could not initialize tesseract.')",,,,,,,
CASE_0446274B5EFD,post mmg.pdf,ERROR,"(1, 'Error opening data file ./eng.traineddata Please make sure the TESSDATA_PREFIX environment variable is set to your ""tessdata"" directory. Failed loading language \'eng\' Tesseract couldn\'t load any languages! Could not initialize tesseract.')",,,,,,,
CASE_420AEA30FC9A,US bx.pdf,ERROR,"(1, 'Error opening data file ./eng.traineddata Please make sure the TESSDATA_PREFIX environment variable is set to your ""tessdata"" directory. Failed loading language \'eng\' Tesseract couldn\'t load any languages! Could not initialize tesseract.')",,,,,,,
CASE_3B096AB7467A,genetics.pdf,ERROR,"(1, 'Error opening data file ./eng.traineddata Please make sure the TESSDATA_PREFIX environment variable is set to your ""tessdata"" directory. Failed loading language \'eng\' Tesseract couldn\'t load any languages! Could not initialize tesseract.')",,,,,,,
CASE_0DCD909B9EE8,imaging_mammo2_internal.pdf,ERROR,"(1, 'Error opening data file ./eng.traineddata Please make sure the TESSDATA_PREFIX environment variable is set to your ""tessdata"" directory. Failed loading language \'eng\' Tesseract couldn\'t load any languages! Could not initialize tesseract.')",,,,,,,
CASE_4ED9973F0226,imaging_mammo_path_biopsy_external_read.pdf,ERROR,"(1, 'Error opening data file ./eng.traineddata Please make sure the TESSDATA_PREFIX environment variable is set to your ""tessdata"" directory. Failed loading language \'eng\' Tesseract couldn\'t load any languages! Could not initialize tesseract.')",,,,,,,
CASE_B61D0747C5AA,imaging_US_internal.pdf,ERROR,"(1, 'Error opening data file ./eng.traineddata Please make sure the TESSDATA_PREFIX environment variable is set to your ""tessdata"" directory. Failed loading language \'eng\' Tesseract couldn\'t load any languages! Could not initialize tesseract.')",,,,,,,
CASE_81B6E8D2AED3,path_biopsy_external_read2.pdf,ERROR,"(1, 'Error opening data file ./eng.traineddata Please make sure the TESSDATA_PREFIX environment variable is set to your ""tessdata"" directory. Failed loading language \'eng\' Tesseract couldn\'t load any languages! Could not initialize tesseract.')",,,,,,,
CASE_51D2D3E2CD1A,path_biopsy_internal.pdf,ERROR,"(1, 'Error opening data file ./eng.traineddata Please make sure the TESSDATA_PREFIX environment variable is set to your ""tessdata"" directory. Failed loading language \'eng\' Tesseract couldn\'t load any languages! Could not initialize tesseract.')",,,,,,,
CASE_496B98A56AE8,us bx.pdf,ERROR,"(1, 'Error opening data file ./eng.traineddata Please make sure the TESSDATA_PREFIX environment variable is set to your ""tessdata"" directory. Failed loading language \'eng\' Tesseract couldn\'t load any languages! Could not initialize tesseract.')",,,,,,,
CASE_99B8DA004DFE,imaging_BS_external_read.pdf,ERROR,"(1, 'Error opening data file ./eng.traineddata Please make sure the TESSDATA_PREFIX environment variable is set to your ""tessdata"" directory. Failed loading language \'eng\' Tesseract couldn\'t load any languages! Could not initialize tesseract.')",,,,,,,
CASE_74140DD2F8E5,imaging_CT_chest_external_read.pdf,ERROR,"(1, 'Error opening data file ./eng.traineddata Please make sure the TESSDATA_PREFIX environment variable is set to your ""tessdata"" directory. Failed loading language \'eng\' Tesseract couldn\'t load any languages! Could not initialize tesseract.')",,,,,,,
CASE_28E02FF6B530,imaging_CTAP_external_read.pdf,ERROR,"(1, 'Error opening data file ./eng.traineddata Please make sure the TESSDATA_PREFIX environment variable is set to your ""tessdata"" directory. Failed loading language \'eng\' Tesseract couldn\'t load any languages! Could not initialize tesseract.')",,,,,,,
CASE_7E764D3FA742,imaging_internal_read.pdf,ERROR,"(1, 'Error opening data file ./eng.traineddata Please make sure the TESSDATA_PREFIX environment variable is set to your ""tessdata"" directory. Failed loading language \'eng\' Tesseract couldn\'t load any languages! Could not initialize tesseract.')",,,,,,,
CASE_45EDAB9E132D,imaging_mammo_external_read.pdf,ERROR,"(1, 'Error opening data file ./eng.traineddata Please make sure the TESSDATA_PREFIX environment variable is set to your ""tessdata"" directory. Failed loading language \'eng\' Tesseract couldn\'t load any languages! Could not initialize tesseract.')",,,,,,,
CASE_91828A8D8EBF,imaging_MRI_external_read.pdf,ERROR,"(1, 'Error opening data file ./eng.traineddata Please make sure the TESSDATA_PREFIX environment variable is set to your ""tessdata"" directory. Failed loading language \'eng\' Tesseract couldn\'t load any languages! Could not initialize tesseract.')",,,,,,,
CASE_20205AB1FA28,imaging_US_external_read.pdf,ERROR,"(1, 'Error opening data file ./eng.traineddata Please make sure the TESSDATA_PREFIX environment variable is set to your ""tessdata"" directory. Failed loading language \'eng\' Tesseract couldn\'t load any languages! Could not initialize tesseract.')",,,,,,,
CASE_598D0DF8D9A6,path_surgical_external_read.pdf,ERROR,"(1, 'Error opening data file ./eng.traineddata Please make sure the TESSDATA_PREFIX environment variable is set to your ""tessdata"" directory. Failed loading language \'eng\' Tesseract couldn\'t load any languages! Could not initialize tesseract.')",,,,,,,
CASE_350139C57F93,path_surgical_internal_read.pdf,ERROR,"(1, 'Error opening data file ./eng.traineddata Please make sure the TESSDATA_PREFIX environment variable is set to your ""tessdata"" directory. Failed loading language \'eng\' Tesseract couldn\'t load any languages! Could not initialize tesseract.')",,,,,,,
CASE_496B98A56AE8,us bx.pdf,ERROR,"(1, 'Error opening data file ./eng.traineddata Please make sure the TESSDATA_PREFIX environment variable is set to your ""tessdata"" directory. Failed loading language \'eng\' Tesseract couldn\'t load any languages! Could not initialize tesseract.')",,,,,,,
CASE_3B096AB7467A,genetics.pdf,ERROR,"(1, 'Error opening data file ./eng.traineddata Please make sure the TESSDATA_PREFIX environment variable is set to your ""tessdata"" directory. Failed loading language \'eng\' Tesseract couldn\'t load any languages! Could not initialize tesseract.')",,,,,,,
CASE_7E764D3FA742,imaging_internal_read.pdf,ERROR,"(1, 'Error opening data file ./eng.traineddata Please make sure the TESSDATA_PREFIX environment variable is set to your ""tessdata"" directory. Failed loading language \'eng\' Tesseract couldn\'t load any languages! Could not initialize tesseract.')",,,,,,,
CASE_374210AEADCA,imaging_mammo2_external_read.pdf,ERROR,"(1, 'Error opening data file ./eng.traineddata Please make sure the TESSDATA_PREFIX environment variable is set to your ""tessdata"" directory. Failed loading language \'eng\' Tesseract couldn\'t load any languages! Could not initialize tesseract.')",,,,,,,
CASE_45EDAB9E132D,imaging_mammo_external_read.pdf,ERROR,"(1, 'Error opening data file ./eng.traineddata Please make sure the TESSDATA_PREFIX environment variable is set to your ""tessdata"" directory. Failed loading language \'eng\' Tesseract couldn\'t load any languages! Could not initialize tesseract.')",,,,,,,
CASE_20205AB1FA28,imaging_US_external_read.pdf,ERROR,"(1, 'Error opening data file ./eng.traineddata Please make sure the TESSDATA_PREFIX environment variable is set to your ""tessdata"" directory. Failed loading language \'eng\' Tesseract couldn\'t load any languages! Could not initialize tesseract.')",,,,,,,
CASE_24E6FF8E3372,path_biopsy_external_read.pdf,ERROR,"(1, 'Error opening data file ./eng.traineddata Please make sure the TESSDATA_PREFIX environment variable is set to your ""tessdata"" directory. Failed loading language \'eng\' Tesseract couldn\'t load any languages! Could not initialize tesseract.')",,,,,,,
CASE_1AE6A544B750,path_biopsy_internal_read.pdf,ERROR,"(1, 'Error opening data file ./eng.traineddata Please make sure the TESSDATA_PREFIX environment variable is set to your ""tessdata"" directory. Failed loading language \'eng\' Tesseract couldn\'t load any languages! Could not initialize tesseract.')",,,,,,,
CASE_B015517F67A1,post bx mmg.pdf,ERROR,"(1, 'Error opening data file ./eng.traineddata Please make sure the TESSDATA_PREFIX environment variable is set to your ""tessdata"" directory. Failed loading language \'eng\' Tesseract couldn\'t load any languages! Could not initialize tesseract.')",,,,,,,
CASE_7E764D3FA742,imaging_internal_read.pdf,ERROR,"(1, 'Error opening data file ./eng.traineddata Please make sure the TESSDATA_PREFIX environment variable is set to your ""tessdata"" directory. Failed loading language \'eng\' Tesseract couldn\'t load any languages! Could not initialize tesseract.')",,,,,,,
CASE_374210AEADCA,imaging_mammo2_external_read.pdf,ERROR,"(1, 'Error opening data file ./eng.traineddata Please make sure the TESSDATA_PREFIX environment variable is set to your ""tessdata"" directory. Failed loading language \'eng\' Tesseract couldn\'t load any languages! Could not initialize tesseract.')",,,,,,,
CASE_45EDAB9E132D,imaging_mammo_external_read.pdf,ERROR,"(1, 'Error opening data file ./eng.traineddata Please make sure the TESSDATA_PREFIX environment variable is set to your ""tessdata"" directory. Failed loading language \'eng\' Tesseract couldn\'t load any languages! Could not initialize tesseract.')",,,,,,,
CASE_20205AB1FA28,imaging_US_external_read.pdf,ERROR,"(1, 'Error opening data file ./eng.traineddata Please make sure the TESSDATA_PREFIX environment variable is set to your ""tessdata"" directory. Failed loading language \'eng\' Tesseract couldn\'t load any languages! Could not initialize tesseract.')",,,,,,,
CASE_24E6FF8E3372,path_biopsy_external_read.pdf,ERROR,"(1, 'Error opening data file ./eng.traineddata Please make sure the TESSDATA_PREFIX environment variable is set to your ""tessdata"" directory. Failed loading language \'eng\' Tesseract couldn\'t load any languages! Could not initialize tesseract.')",,,,,,,
CASE_1AE6A544B750,path_biopsy_internal_read.pdf,ERROR,"(1, 'Error opening data file ./eng.traineddata Please make sure the TESSDATA_PREFIX environment variable is set to your ""tessdata"" directory. Failed loading language \'eng\' Tesseract couldn\'t load any languages! Could not initialize tesseract.')",,,,,,,
CASE_496B98A56AE8,us bx.pdf,ERROR,"(1, 'Error opening data file ./eng.traineddata Please make sure the TESSDATA_PREFIX environment variable is set to your ""tessdata"" directory. Failed loading language \'eng\' Tesseract couldn\'t load any languages! Could not initialize tesseract.')",,,,,,,
CASE_F265564C9BCA,bx reports.pdf,ERROR,"(1, 'Error opening data file ./eng.traineddata Please make sure the TESSDATA_PREFIX environment variable is set to your ""tessdata"" directory. Failed loading language \'eng\' Tesseract couldn\'t load any languages! Could not initialize tesseract.')",,,,,,,
CASE_3B096AB7467A,genetics.pdf,ERROR,"(1, 'Error opening data file ./eng.traineddata Please make sure the TESSDATA_PREFIX environment variable is set to your ""tessdata"" directory. Failed loading language \'eng\' Tesseract couldn\'t load any languages! Could not initialize tesseract.')",,,,,,,
CASE_7E764D3FA742,imaging_internal_read.pdf,ERROR,"(1, 'Error opening data file ./eng.traineddata Please make sure the TESSDATA_PREFIX environment variable is set to your ""tessdata"" directory. Failed loading language \'eng\' Tesseract couldn\'t load any languages! Could not initialize tesseract.')",,,,,,,
CASE_B4CC95229DDA,imaging_mammo_US_external_read.pdf,ERROR,"(1, 'Error opening data file ./eng.traineddata Please make sure the TESSDATA_PREFIX environment variable is set to your ""tessdata"" directory. Failed loading language \'eng\' Tesseract couldn\'t load any languages! Could not initialize tesseract.')",,,,,,,
CASE_91828A8D8EBF,imaging_MRI_external_read.pdf,ERROR,"(1, 'Error opening data file ./eng.traineddata Please make sure the TESSDATA_PREFIX environment variable is set to your ""tessdata"" directory. Failed loading language \'eng\' Tesseract couldn\'t load any languages! Could not initialize tesseract.')",,,,,,,
CASE_24E6FF8E3372,path_biopsy_external_read.pdf,ERROR,"(1, 'Error opening data file ./eng.traineddata Please make sure the TESSDATA_PREFIX environment variable is set to your ""tessdata"" directory. Failed loading language \'eng\' Tesseract couldn\'t load any languages! Could not initialize tesseract.')",,,,,,,
CASE_1AE6A544B750,path_biopsy_internal_read.pdf,ERROR,"(1, 'Error opening data file ./eng.traineddata Please make sure the TESSDATA_PREFIX environment variable is set to your ""tessdata"" directory. Failed loading language \'eng\' Tesseract couldn\'t load any languages! Could not initialize tesseract.')",,,,,,,
CASE_0446274B5EFD,post mmg.pdf,ERROR,"(1, 'Error opening data file ./eng.traineddata Please make sure the TESSDATA_PREFIX environment variable is set to your ""tessdata"" directory. Failed loading language \'eng\' Tesseract couldn\'t load any languages! Could not initialize tesseract.')",,,,,,,
CASE_2FCEFEF9817F,post mmg2.pdf,ERROR,"(1, 'Error opening data file ./eng.traineddata Please make sure the TESSDATA_PREFIX environment variable is set to your ""tessdata"" directory. Failed loading language \'eng\' Tesseract couldn\'t load any languages! Could not initialize tesseract.')",,,,,,,
CASE_7E764D3FA742,imaging_internal_read.pdf,ERROR,"(1, 'Error opening data file ./eng.traineddata Please make sure the TESSDATA_PREFIX environment variable is set to your ""tessdata"" directory. Failed loading language \'eng\' Tesseract couldn\'t load any languages! Could not initialize tesseract.')",,,,,,,
CASE_0DCD909B9EE8,imaging_mammo2_internal.pdf,ERROR,"(1, 'Error opening data file ./eng.traineddata Please make sure the TESSDATA_PREFIX environment variable is set to your ""tessdata"" directory. Failed loading language \'eng\' Tesseract couldn\'t load any languages! Could not initialize tesseract.')",,,,,,,
CASE_45EDAB9E132D,imaging_mammo_external_read.pdf,ERROR,"(1, 'Error opening data file ./eng.traineddata Please make sure the TESSDATA_PREFIX environment variable is set to your ""tessdata"" directory. Failed loading language \'eng\' Tesseract couldn\'t load any languages! Could not initialize tesseract.')",,,,,,,
CASE_7788C7A7E5AA,imaging_MRI_internal.pdf,ERROR,"(1, 'Error opening data file ./eng.traineddata Please make sure the TESSDATA_PREFIX environment variable is set to your ""tessdata"" directory. Failed loading language \'eng\' Tesseract couldn\'t load any languages! Could not initialize tesseract.')",,,,,,,
CASE_04A9E9CCA835,MMG combined.pdf,ERROR,"(1, 'Error opening data file ./eng.traineddata Please make sure the TESSDATA_PREFIX environment variable is set to your ""tessdata"" directory. Failed loading language \'eng\' Tesseract couldn\'t load any languages! Could not initialize tesseract.')",,,,,,,
CASE_24E6FF8E3372,path_biopsy_external_read.pdf,ERROR,"(1, 'Error opening data file ./eng.traineddata Please make sure the TESSDATA_PREFIX environment variable is set to your ""tessdata"" directory. Failed loading language \'eng\' Tesseract couldn\'t load any languages! Could not initialize tesseract.')",,,,,,,
CASE_1AE6A544B750,path_biopsy_internal_read.pdf,ERROR,"(1, 'Error opening data file ./eng.traineddata Please make sure the TESSDATA_PREFIX environment variable is set to your ""tessdata"" directory. Failed loading language \'eng\' Tesseract couldn\'t load any languages! Could not initialize tesseract.')",,,,,,,
CASE_7E764D3FA742,imaging_internal_read.pdf,ERROR,"(1, 'Error opening data file ./eng.traineddata Please make sure the TESSDATA_PREFIX environment variable is set to your ""tessdata"" directory. Failed loading language \'eng\' Tesseract couldn\'t load any languages! Could not initialize tesseract.')",,,,,,,
CASE_374210AEADCA,imaging_mammo2_external_read.pdf,ERROR,"(1, 'Error opening data file ./eng.traineddata Please make sure the TESSDATA_PREFIX environment variable is set to your ""tessdata"" directory. Failed loading language \'eng\' Tesseract couldn\'t load any languages! Could not initialize tesseract.')",,,,,,,
CASE_45EDAB9E132D,imaging_mammo_external_read.pdf,ERROR,"(1, 'Error opening data file ./eng.traineddata Please make sure the TESSDATA_PREFIX environment variable is set to your ""tessdata"" directory. Failed loading language \'eng\' Tesseract couldn\'t load any languages! Could not initialize tesseract.')",,,,,,,
CASE_6D1C24B1528B,imaging_US2_external_read.pdf,ERROR,"(1, 'Error opening data file ./eng.traineddata Please make sure the TESSDATA_PREFIX environment variable is set to your ""tessdata"" directory. Failed loading language \'eng\' Tesseract couldn\'t load any languages! Could not initialize tesseract.')",,,,,,,
CASE_20205AB1FA28,imaging_US_external_read.pdf,ERROR,"(1, 'Error opening data file ./eng.traineddata Please make sure the TESSDATA_PREFIX environment variable is set to your ""tessdata"" directory. Failed loading language \'eng\' Tesseract couldn\'t load any languages! Could not initialize tesseract.')",,,,,,,
CASE_24E6FF8E3372,path_biopsy_external_read.pdf,ERROR,"(1, 'Error opening data file ./eng.traineddata Please make sure the TESSDATA_PREFIX environment variable is set to your ""tessdata"" directory. Failed loading language \'eng\' Tesseract couldn\'t load any languages! Could not initialize tesseract.')",,,,,,,
